"","Plant_species","Id","Pollinator_species","Interaction","Unique_id","Locality","Latitude","Longitude","Order_all","Family_all","Genus_all","Species_all","Subspecies","Sex_or_flower_type","Breeding_system","Breeding_system_info","Autonomous_selfing_level","Autonomous_selfing_level_data_type","Autonomous_selfing_level_fruit_set","Autonomous_selfing_level_seed_set","autonomous_selfing_sample_size","Compatibility","Self_compatible_author","Self_compatible_reference","Self_compatible_doi","Compatibility_genus","Info_level","Asexual_reproduction","Asexual_reproduction_type","Agamospermy/apomixis (yes/no/some_populations)","Flower_colour","Flower_morphology","Flower_symmetry","Corolla_diameter_mean","Corolla_diameter_min","Corolla_diameter_max","Corolla_length_mean","Corolla_length_min","Corolla_length_max","Tube_length","style_length_mm","style_length_min_mm","style_length_max_mm","style_length_max_sd","style_length_max_N","ovules_mean","ovules_min","ovules max","ovules_sd","ovules_n","life_form","lifespan","plant_height_min_m","plant_height_max_m","plant_height_mean_m","References","Reference_info","DOI","doi__1","doi__2","doi__3","doi__4","type_of_proxy_seed _or_fruit","open_pollination_percentage","open_pollination_n","hand_poll_outcrossing_percentage","hand_poll_outcrossing_percentage_n","hand_poll_self_percentage","hand_poll_self_n","spontaneus_selfing_percentage","spontaneus_selfing_n","geitonogamy_percentage","geitonogamy_n","apomixis_percentage","apomixis_n"
"1431","Cacalia tuberosa",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Arnoglossum","Arnoglossum plantagineum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","white","capitulum","actinomorphic","15","NA","NA","10","NA","NA","NA","9","NA","NA","NA","NA","6","NA","NA","NA","NA","herb","perennial","NA","1.6","0.8","NA; NA","online: http://www.missouriplants.com; online: http://w3.biosci.utexas.edu/ *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1432","Camassia esculenta",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asparagales","Asparagaceae","Camassia","Camassia quamash","NA","bisexual","hermaphrodite","NA","low","quantitative","NA","0.09","NA","self_compatible","gielens et al., 2014","journal: botany","https://doi.org/10.1139/cjb-2014-0054","NA","flower","NA","NA","NA","pink_purple","dish","zygomorphic","35","NA","NA","19","NA","NA","NA","NA","NA","NA","NA","NA","21","6","36","NA","NA","herb","perennial","0.2","0.7","0.45","NA; gielens et al., 2014; NA","online: https://wikis.evergreen.edu; journal: botany; online: http://www.efloras.org/ *ovules*","NA","https://doi.org/10.1139/cjb-2014-0054","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1433","Campanula americana",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Campanulaceae","Campanula","Campanula americana","NA","bisexual","hermaphrodite","protandrous","low","qualitative","NA","NA","NA","self_compatible","galloway, etterson & hamrick 2003","journal: heredity","https://doi.org/10.1038/sj.hdy.6800242","NA","flower","NA","NA","no","purple","dish","actinomorphic","25","NA","NA","8","NA","NA","NA","13.5","12","15","NA","NA","NA","NA","NA","NA","NA","herb","annual","NA","2","1","galloway, etterson & hamrick 2003; NA; NA","journal: heredity; online: http://www.missouriplants.com; online: https://www.minnesotawildflowers.info","10.1038/sj.hdy.6800242","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1434","Cardamine bulbosa",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Brassicales","Brassicaceae","Cardamine","Cardamine bulbosa","NA","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","NA","kreiner, kron & husband 2017","journal: new phytologist","https://doi.org/10.1111/nph.14423","NA","flower","no","NA","NA","white","tube","actinomorphic","15","NA","NA","10","NA","NA","2","3.5","2","5","NA","NA","19","14","24","NA","NA","herb","perennial","NA","0.6","0.3","NA; les 2017; kreiner, kron & husband 2017; NA","online: https://gobotany.newenglandwild.org; book: aquatic dicotyledons of north america: ecology, life history, and systematics; journal: new phytologist; online: https://plants.jstor.org/","NA","ISBN: 1351644408","https://doi.org/10.1111/nph.14423","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1435","Cassia chamaecrista",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Fabales","Fabaceae","Chamaecrista","Chamaecrista chamaecristoides","NA","bisexual","hermaphrodite","enantiostilous","none","quantitative","NA","NA","NA","self_compatible","arceo-gomez et al., 2012","journal: the journal of the torrey botanical society","10.2307/41678803","NA","flower","NA","NA","NA","yellow","dish","zygomorphic","30","NA","NA","15","NA","NA","NA","11.92","10.3","13.54","NA","NA","12","10","14","NA","NA","shrub","perennial","0.5","0.7","0.6","richardson, richardson & shepherd 2016; arceo-gomez et al., 2010; arceo-gomez et al., 2012","book: weeds of the south-east: an identification guide for australia; journal: plant biology; journal: journal of the torrey botanical society","ISBN: 0980388546","10.1111/j.1438-8677.2010.00324.x","10.2307/41678803","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1436","Rosa humilis",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Rosales","Rosaceae","Rosa","Rosa gallica","pumila","bisexual","hermaphrodite","NA","low","quantitative","11","NA","NA","NA","machail & kevan 2009","journal: florculture nd ornamental biotechnology","NA","NA","flower","NA","NA","NA","red_white","bowl","actinomorphic","65","40","90","16","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","0.5","2","1.25","NA; idzojtic 2018; macphail & kevan 2009; monder 2014","online: https://gobotany.newenglandwild.org; book: dendrology: cones, flowers, fruits and seeds; floriculture and ornamental biotechnology; acta agrobotanica","NA","https://doi.org/10.1016/c2017-0-03289-5","NA","10.5586/aa.2014.036","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1437","Rosa setigera",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Rosales","Rosaceae","Rosa","Rosa setigera","NA","separated","dioecious","NA","none","quantitative","0","0","NA","dioecious","NA","NA","NA","NA","flower","yes","suckers","NA","pink","bowl","actinomorphic","71","67.5","75","13","NA","NA","NA","5.5","5","6","NA","NA","NA","NA","NA","NA","NA","vine","perennial","NA","4","2","Kevan et al 1990; Kemp et al 1993; Kevan 2017","Biological Journal of the Linnean Society; Canadian Journal of Botany; Book chapter in reference module in Life Sciences","https://doi.org/10.1111/j.1095-8312.1990.tb00537.x","https://doi.org/10.1139/b93-009","https://doi.org/10.1016/b978-0-12-809633-8.05070-6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1438","Notopora schomburgkii",NA,NA,NA,"ramirez_1989.csv","Canaima Nat. Park, Venezuela",5.583333,-61.716667,"Ericales","Ericaceae","Notopora","Notopora schomburgkii","NA","bisexual","hermaphrodite","NA","low","quantitative","1.5","NA","134","self_incompatible","ramirez & hockche 2019","journal: aobplants","https://doi.org/10.1093/aobpla/plz032","NA","flower","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ramirez & hockche 2019","journal: aobplants","https://doi.org/10.1093/aobpla/plz032","NA","NA","NA","NA","fruit","NA","NA","0.52","25","0","19","1.5","134","NA","NA","0","32"
"1439","Rubus occidentalis",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Rosales","Rosaceae","Rubus","Rubus occidentalis","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","apomixis, rhizome","yes","white","dish","actinomorphic","9","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","shrub","perennial","NA","2","1","NA","online: http://climbers.lsa.umich.edu","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1440","Philodendron ptarianum",NA,NA,NA,"ramirez_1989.csv","Canaima Nat. Park, Venezuela",5.583333,-61.716667,"Alismatales","Araceae","Philodendron","Philodendron callosum","ptarianum","separated","monoecious","NA","none","quantitative","0","0","NA","monoecious","NA","NA","NA","NA","capitulum","NA","NA","NA","white","spadix","zygomorphic","90","NA","NA","8","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","NA","NA","ramirez 1993; NA","journal: journal of vegetation science; online: http://floradobrasil.jbrj.gov.br/","10.2307/3235727","NA","NA","NA","NA","fruit","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1441","Rudbeckia hirta",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Rudbeckia","Rudbeckia hirta","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","purple_yellow","capitulum","actinomorphic","82","NA","NA","14","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","annual_short_lived_perennial","NA","1","0.5","NA; NA","online: https://www.wildflower.org; online: http://www.missouriplants.com","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1442","Poecilandra retusa",NA,NA,NA,"ramirez_1989.csv","Canaima Nat. Park, Venezuela",5.583333,-61.716667,"Malpighiales","Ochnaceae","Poecilandra","Poecilandra retusa","NA","bisexual","hermaphrodite","NA","none","quantitative","0","0","235","NA","ramirez & hockche 2019","journal: aobplants","https://doi.org/10.1093/aobpla/plz032","NA","flower","NA","NA","NA","yellow","dish","actinomorphic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA; ramirez 1993","online: https://www.kew.org/; journal: journal of vegetation science","NA","10.2307/3235727","NA","NA","NA","fruit","NA","NA","22.5","40","8.4","59","0","235","NA","NA","0","40"
"1443","Rudbeckia subtomentosa",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Rudbeckia","Rudbeckia subtomentosa","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","oates, ranney & touchell 2012","journal: hortscience"," https://doi.org/10.21273/hortsci.47.9.1217 ","NA","capitulum","NA","NA","NA","brown_yellow","capitulum","actinomorphic","94","NA","NA","3.5","NA","NA","NA","3.5","NA","NA","NA","NA","300","200","400","NA","NA","herb","perennial","0.9","1.8","1.35","NA; oates, ranney & touchell 2012; NA; thomas et al., 1989","online: https://www.illinoiswildflowers.info; journal: hortscience; online: http://www.missouriplants.com; book: asteraceae of louisiana *style length*; online: https://plants.jstor.org/ *ovule number*","NA","10.21273/HORTSCI.47.9.1217","NA","ISBN: 1889878022","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1444","Rudbeckia triloba",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Rudbeckia","Rudbeckia triloba","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","capitulum","NA","NA","NA","purple_yellow","capitulum","actinomorphic","45","NA","NA","7.5","NA","NA","NA","3.1","2.7","3.5","NA","NA","225","150","300","NA","NA","herb","perennial","NA","2","1","NA; NA;  gandhi, thomas & hatch 1989","online: http://www.missouriplants.com; online: http://www.efloras.org/ *ovule number per capitulum based on floret number*; book: asteraceae of louisiana *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1445","Ruellia ciliosa",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Lamiales","Acanthaceae","Ruellia","Ruellia ciliosa","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","self_compatible","flower","yes","suckers","NA","purple","campanulate","actinomorphic","30","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","NA","1.2","0.6","NA; NA","book: the european garden flora; online: https://www.discoverlife.org/ *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1446","Ruellia strepens",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Lamiales","Acanthaceae","Ruellia","Ruellia strepens","NA","bisexual","hermaphrodite","NA","low","qualitative","NA","NA","NA","partially_self_compatible","melisa & kira 2013","conference: poster in botany 2013 new orleans","NA","NA","flower","no","NA","NA","purple","campanulate","actinomorphic","38","NA","NA","50","NA","NA","12","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.45","0.9","0.68","hendrix and krakos, 2013","conference: botany 2013 new orleans","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1447","Sagittaria latifolia",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Alismatales","Alismataceae","Saggitaria","Sagittaria latifolia","NA","separated","monoecious_dioecious","NA","none","quantitative","0","0","NA","monoecious_dioecious","NA","NA","NA","NA","flower","yes","rhizomes","NA","white","dish","actinomorphic","25","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.3","1.2","0.75","Yakimowski and Barrett, 2014","Journal of Evolutionary Biology","https://doi.org/10.1111/jeb.12322","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1448","Salix amygdaloides",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Malpighiales","Salicaceae","Salix","Salix amygdaloides","NA","separated","dioecious","NA","none","quantitative","0","0","NA","dioecious","NA","NA","NA","NA","flower","NA","NA","NA","green","exposed","actinomorphic","0.9","0.3","1.5","2.0499999999999998","0.6","3.5","NA","0.3","0.2","0.4","NA","NA","17","16","18","NA","NA","tree","perennial","4","20","12","NA; NA","online: www.efloras.org *style length and ovule number*; online: https://www.illinoiswildflowers.info","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1449","Cirsium altissimum",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Cirsium","Cirsium altissimum","NA","bisexual","hermaphrodite","NA","low","quantitative","NA","0.2","NA","partially_self_compatible","adhikari 2003","thesis: effects on insect herbivory on plant architecture","NA","NA","capitulum","NA","NA","no","pink","capitulum","actinomorphic","31","NA","NA","27","NA","NA","NA","5","4","6","NA","NA","NA","NA","NA","NA","NA","herb","biennial","NA","2.5","1.25","NA; adhikari 2003","online: http://www.missouriplants.com; thesis: effects of insect herbivory on plant architecture, flowering phenology. flower vistor sactivity and reproduction success in cirsium altissimum","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1450","Salix humilis",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Malpighiales","Salicaceae","Salix","Salix humilis","NA","separated","dioecious","NA","none","quantitative","0","0","NA","dioecious","NA","NA","NA","NA","flower","yes","layering","NA","green","exposed","actinomorphic","1.1000000000000001","0.2","2","3.2250000000000001","0.45","6","NA","0.3","0.2","0.4","NA","NA","9","6","12","NA","NA","shrub","perennial","0.3","3","1.65","NA; NA; NA","online: efloras.org *ovule number*; online: https://www.illinoiswildflowers.info","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1451","Salix longifolia",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Malpighiales","Salicaceae","Salix","Salix longifolia","NA","separated","dioecious","NA","none","quantitative","0","0","NA","dioecious","NA","NA","NA","NA","flower","NA","NA","NA","green","exposed","actinomorphic","0.9","0.8","1","2","1.5","2","NA","0.25","0","0.5","NA","NA","21","12","30","NA","NA","tree","perennial","4","9","7.5","shreve & wiggins no_date; NA; NA","book: vegetation and flora of the sonoran desert, volume 1; book: flora of north america; online: https://plants.jstor.org/ *style length and ovule number*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1452","Cirsium pumilum",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Asterales","Asteraceae","Cirsium","Cirsium pumilum","NA","bisexual","hermaphrodite","NA","none","qualitative","NA","NA","NA","self_incompatible","NA","online: http://echinaceaproject.org","NA","NA","capitulum","yes","lateral shoots","NA","purple","capitulum","actinomorphic","114","38","76","50","40","60","NA","5","3","7","NA","NA","NA","NA","NA","NA","NA","herb","biennial","0.25","1","0.625","NA; NA; NA","online: efloras.org; online: http://echinaceaproject.org; online: https://www.gbif.org/ *style length*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1453","Sambucus canadensis",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Dipsacales","Adoxaceae","Sambucus","Sambucus canadensis","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","yes","stolons","NA","white","dish","actinomorphic","5","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","4","3","5","NA","NA","shrub","perennial","1","6","3.5","NA; atkinson & atkinson 2002; NA","online: https://keys.lucidcentral.org; journal of ecology; online: http://www.worldbotanical.com/ *ovule number*","NA","https://doi.org/10.1046/j.1365-2745.2002.00698.x","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1454","Samolus floribundus",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Ericales","Primulaceae","Samolus","Samolus floribundus","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","bowl","actinomorphic","3","NA","NA","0.75","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","herb","perennial","0.15","0.45","0.3","NA","online: https://www.illinoiswildflowers.info","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1455","Lepidium virginicum",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Brassicales","Brassicaceae","Lepidium","Lepidium virginicum","NA","bisexual","hermaphrodite","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","flower","NA","NA","NA","white","bowl","actinomorphic","3","NA","NA","1.5","NA","NA","NA","0.15","0.1","0.2","NA","NA","2","NA","NA","NA","NA","herb","annual","0.3","0.5","0.4","NA; lemen 1980; NA; NA","online: http://plantnet.rbgsyd.nsw.gov.au; journal: oecologia; online: https://www.cabi.org/ *style length*; online: https://indiabiodiversity.org/ *ovule number*","NA","https://doi.org/10.1007/bf00346454","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1456","Sanicula canadensis",NA,NA,NA,"robertson_1929.csv","Carlinville, Illinois, USA",39.278958,-89.8968771,"Apiales","Apiaceae","Sanicula","Sanicula canadensis","NA","separated","monoecious","NA","none","quantitative","0","0","NA","monoecious","NA","NA","NA","NA","flower","NA","NA","NA","green","bowl","actinomorphic","1.5","1","2","1.1499999999999999","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","herb","biennial_short_lived_perennial","0.3","0.6","0.45","NA; NA; NA","online: https://www.illinoiswildflowers.info; online: https://botany.cz; online: https://ucmp.berkeley.edu/ *ovule number*","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
