"","Species_all","Order_all","Family_all","Genus_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m","Eigenval"
"993","Pavonia sidifolia","Malvales","Malvaceae","Pavonia","Hermaphrodite","partially_self_compatible","none",0,"Open","actinomorphic",10,1,17.5,17.5,4,4,5,"shrub","Perennial",0.75,0.000315579804139768
"996","Pedicularis arctica","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",40,40,40,6.5,11.5,10,1156,"herb","Perennial",0.125,0.00256817220744137
"997","Pedicularis cephalantha","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","self_compatible","high",65.5418413231309,"Tube","zygomorphic",15,5,10,3,21,15,27.4,"herb","Short lived",0.4,0.00257341405974664
"999","Pedicularis dichotoma","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","self_compatible","high",48.9128952480103,"Tube","zygomorphic",15,15,45,14,20,26,31.31,"herb","Perennial",0.15,0.00261206488329307
"1000","Pedicularis flammea","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","self_compatible","medium",50.5,"Tube","zygomorphic",20,20,24,5.1,12,15,27.4,"herb","Perennial",0.125,0.00259608939940564
"1001","Pedicularis hirsuta","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","self_compatible","high",88,"Tube","zygomorphic",10,10,24,10,12,10,49.9,"herb","Perennial",0.15,0.0026049424271196
"1002","Pedicularis longiflora","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",8,8,40,19.1,65,65,30.6,"herb","Short lived",0.14,0.00259312677132104
"1003","Pedicularis monbeigiana","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",20,20,40,20,20,20,7.8,"herb","Perennial",0.7,0.00256673199096742
"1004","Pedicularis rex","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",20,6,30,11.6,30,20,29.5,"herb","Perennial",0.5,0.00260722760897494
"1005","Pedicularis siphonantha","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","partially_self_compatible","low",35.7848852025167,"Tube","zygomorphic",78,31,15,15,55,10,18.7,"herb","Perennial",0.025,0.00259601791863699
"1006","Pedicularis tricolor","Lamiales","Orobanchaceae","Pedicularis","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",3,3,30,30,58,10,25.3,"herb","Short lived",0.025,0.00257965957045809
"1007","Pemphis acidula","Myrtales","Lythraceae","Pemphis","Hermaphrodite","partially_self_compatible","none",12.4022912041056,"Campanulate","actinomorphic",20,2,25,12.5,13.5850395432689,1,20,"shrub","Perennial",5.5,0.000166576141400075
"1008","Penstemon hirsutus","Lamiales","Plantaginaceae","Penstemon","Hermaphrodite","self_compatible","medium",50.5,"Tube","zygomorphic",30,30,75,6.8,24.1,15,218,"herb","Perennial",0.6,0.00217555036844408
"1009","Penstemon laevigatus","Lamiales","Plantaginaceae","Penstemon","Hermaphrodite","self_compatible","high",47.9238326255961,"Tube","zygomorphic",30,30,75,6.8,24.1,15,218,"herb","Perennial",0.75,0.00216619307828679
"1010","Pentachondra pumila","Ericales","Ericaceae","Pentachondra","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",40,3,20,4,4,1.5,8,"shrub","Perennial",0.05,0.00132693185008472
"1011","Peponidium carinatum","Gentianales","Rubiaceae","Peponidium","Dioecious","dioecious","none",0,"Open","actinomorphic",100,20,35,7.5,3.5,2.5,7,"shrub","Perennial",4,0.00172081581264677
"1012","Pereskia sacharosa","Caryophyllales","Cactaceae","Pereskia","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",30,1,20.3,20.3,20,10.5,5,"tree","Perennial",7,0.00108470872225218
"1013","Persea americana","Laurales","Lauraceae","Persea","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",10000,100,5.5,5.5,2,2.5,1,"tree","Perennial",14.5,2.34496090913246e-06
"1014","Persicaria aestiva","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","high",48.2301296949143,"Campanulate","actinomorphic",2,2,9,3,3.1,0.5,1,"herb","Short lived",1.15,0.000928987878936969
"1015","Persicaria amphibia","Caryophyllales","Polygonaceae","Persicaria","Dioecious","self_compatible","none",26.7699834563038,"Open","actinomorphic",130,130,20,4,4.5,3.5,1,"herb","Perennial",1.15,0.000954711525855704
"1016","Persicaria chinensis","Fabales","Polygalaceae","Persicaria","Hermaphrodite","self_compatible","low",16.9,"Campanulate","actinomorphic",375,75,64,4,4,1,1,"herb","Perennial",0.5,0.000935649049532058
"1017","Persicaria hydropiper","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","none",35.3393405531082,"Campanulate","actinomorphic",15,15,15,3.75,3,2,1,"herb","Perennial",0.6,0.000967060905676587
"1018","Persicaria hydropiperoides","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","none",35.8366372555038,"Open","actinomorphic",30,30,15,3,3.25,1.1,1,"herb","Perennial",0.6,0.000957771605268723
"1019","Persicaria lapathifolia","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","high",48.5161396308734,"Campanulate","actinomorphic",375,75,10,2,2.1,2,1,"herb","Short lived",0.5,0.000955286222113909
"1020","Persicaria maculosa","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","high",48.8216875281296,"Open","actinomorphic",1000,75,10,2,2,2,1,"herb","Short lived",0.5,0.000963203477356083
"1021","Persicaria opelousana","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","none",36.2756960407632,"Open","actinomorphic",25,25,10,2.75,1.65,2,1,"herb","Perennial",0.65,0.000926042894699871
"1022","Persicaria pensylvanica","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","high",47.9688473339014,"Open","actinomorphic",160,80,15,4,3.25,2,1,"herb","Short lived",1.05,0.000962757155383267
"1023","Persicaria punctata","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","high",48.1370731082128,"Campanulate","actinomorphic",1400,50,10,3,3,2,1,"herb","Short lived",0.55,0.000926042855873331
"1024","Persicaria runcinata","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","high",42.4384745600438,"Tube","actinomorphic",125,20,14,1.5,3.25,4,1,"herb","Perennial",0.45,0.000926042855873329
"1025","Persicaria vivipara","Caryophyllales","Polygonaceae","Persicaria","Hermaphrodite","self_compatible","high",42.5701797426939,"Tube","actinomorphic",675,35,10,3,3.5,1.4,1,"herb","Perennial",0.12,0.000929615281621169
"1026","Petalostemum candidum","Fabales","Fabaceae","Petalostemum","Hermaphrodite","partially_self_compatible","low",13,"Open","zygomorphic",2500,140,20,5,5,5,1,"herb","Perennial",0.65,0.000649182989326144
"1027","Petunia axillaris","Solanales","Solanaceae","Petunia","Hermaphrodite","partially_self_compatible","none",3.91742456996332,"Funnelform","actinomorphic",10,2,54,54,33,25,207.2,"herb","Perennial",0.5,0.00149188207337555
"1028","Peucedanum japonicum","Apiales","Apiaceae","Peucedanum","Hermaphrodite","self_compatible","none",25.6260669913482,"Open","actinomorphic",750,750,20,1.1,2,0.5,2,"herb","Perennial",0.75,0.00423791847501927
"1029","Philadelphus grandiflorus","Cornales","Hydrangeaceae","Philadelphus","Hermaphrodite","self_compatible","none",14.804688472206,"Open","actinomorphic",600,2,45,45,14.1,10,100,"herb","Perennial",3,0.00116252513987598
"1030","Philibertia gilliesii","Gentianales","Apocynaceae","Philibertia","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",50,3,40,12,6,0.5,39.5873712378774,"herb","Perennial",1,0.00165699906586538
"1031","Philodendron callosum","Alismatales","Araceae","Philodendron","Monoecious","monoecious","none",0,"Spike","zygomorphic",500,250,20,1,1,1.1,26,"herb","Perennial",8.16503728297168,1.74276302018829e-05
"1032","Phlomis atropurpurea","Lamiales","Lamiaceae","Phlomoides","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",75,10,15,5,19.5,15,4,"herb","Perennial",0.4,0.00278386441442397
"1033","Phlomis purpurea","Lamiales","Lamiaceae","Phlomis","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",50,8,17.5,17.5,17.5,15,4,"herb","Perennial",0.75,0.00278065613332397
"1034","Phlomis tatsienensis","Lamiales","Lamiaceae","Phlomis","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",50,8,12,4,13,13,4,"herb","Perennial",0.65,0.00276498494023979
"1035","Phlox divaricata","Ericales","Polemoniaceae","Phlox","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",20,5,150,28,14.1,2.5,3,"herb","Perennial",0.25,0.00120837816414661
"1036","Phlox glaberrima","Ericales","Polemoniaceae","Phlox","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10,10,90,27.5,25,5.5,3,"herb","Perennial",0.9,0.00120714763975498
"1037","Phlox pilosa","Ericales","Polemoniaceae","Phlox","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",10,10,80,15.5,11,2,3,"herb","Perennial",0.3,0.0012082491515812
"1038","Phoenicophorium borsigianum","Arecales","Arecaceae","Phoenicophorium","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13,3.88832692877374e-05
"1039","Phryma leptostachya","Lamiales","Phrymaceae","Phryma","Hermaphrodite","self_compatible","high",52.0599042908493,"Tube","zygomorphic",25,25,20,6,9,2.1,1,"herb","Perennial",0.55,0.00247076092740891
"1040","Phthirusa stelis","Santalales","Loranthaceae","Phthirusa","Dioecious","dioecious","none",0,"Open","actinomorphic",300,75,100,2,10,10,1,"tree","Perennial",6.92078672289177,0.000909762831328219
"1041","Phyla lanceolata","Lamiales","Verbenaceae","Phyla","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",20,8,25,6,1,0.3,2,"herb","Perennial",0.3,0.0023430265247496
"1043","Phyllachne colensoi","Asterales","Stylidiaceae","Phyllachne","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",360,3,1,1,1,1,20,"herb","Perennial",0.230313598492993,0.00464468160842712
"1044","Phyllanthus phillyreifolius","Malpighiales","Phyllanthaceae","Phyllanthus","Monoecious","monoecious","none",0,"Open","actinomorphic",150,5,5,5,2,1,5,"tree","Perennial",4,0.00044971436882175
"1045","Physalis pubescens","Solanales","Solanaceae","Physalis","Hermaphrodite","self_compatible","high",46.5701775120508,"Open","actinomorphic",15,1,12.5,12.5,9.5,4.5,108.3,"herb","Short lived",0.25,0.00152972768361103
"1046","Physalis subglabrata","Solanales","Solanaceae","Physalis","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",10,1,19.1,19.1,20,7,108.3,"herb","Perennial",0.7,0.00152478678250984
"1047","Physalis virginiana","Solanales","Solanaceae","Physalis","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",10,1,7.3,7.3,11,7,108.3,"herb","Perennial",0.25,0.00152777293813505
"1048","Physostegia virginiana","Lamiales","Lamiaceae","Physostegia","Dioecious","partially_self_compatible","low",13,"Campanulate","zygomorphic",50,50,60,9.5,24.5,25,4,"herb","Perennial",0.75,0.0026120649350616
"1049","Phytolacca americana","Caryophyllales","Phytolaccaceae","Phytolacca","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",600,60,25,5.5,0.7,0.8,9.5,"herb","Perennial",1.5,0.00103693925502732
"1050","Picris hieracioides","Asterales","Asteraceae","Picris","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,10,25,24.1,10,9.9,50,"herb","Short lived",0.5,0.00646143238821874
"1051","Pilosella officinarum","Asterales","Asteraceae","Pilosella","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,10,10,9,9,70,"herb","Perennial",0.3,0.00594285877036679
"1052","Pimelea ligustrina","Malvales","Thymelaeaceae","Pimelea","Hermaphrodite","self_compatible","none",32.9855016779341,"Tube","actinomorphic",1000,25,40,8,10,6,1,"shrub","Perennial",1.5,0.000288101254330212
"1053","Pimelea sericeovillosa","Malvales","Thymelaeaceae","Pimelea","Dioecious","self_compatible","none",33.1908560675518,"Tube","actinomorphic",100,3,25,6,3.5,6,1,"herb","Perennial",0.025,0.000284695529540249
"1054","Pimelea traversii","Malvales","Thymelaeaceae","Pimelea","Dioecious","self_compatible","none",24.2044104608579,"Tube","actinomorphic",1200,6,40,10.5,6.25,6,1,"shrub","Perennial",3,0.00028356333486748
"1055","Pimpinella diversifolia","Apiales","Apiaceae","Pimpinella","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",115,115,50,2.75,1,1,2,"herb","Perennial",1.15,0.00413472947666696
"1056","Pimpinella major","Apiales","Apiaceae","Pimpinella","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",500,500,55,5,0.2,1.5,2,"herb","Perennial",0.7,0.00413608809246661
"1057","Pinguicula alpina","Lamiales","Lentibulariaceae","Pinguicula","Hermaphrodite","self_incompatible","none",0,"Campanulate","zygomorphic",10,1,14.5,14.5,15,1.5,150.6,"herb","Perennial",0.15,0.00236423531403818
"1058","Pinus luchuensis","Pinales","Pinaceae","Pinus","Hermaphrodite","self_compatible","none",24.7256643867629,"Open","actinomorphic",2224.18591807006,70.5140069350899,41.6143595883023,15.5192664787026,11.0455176471359,6.62283787558999,211.776375509154,"herb","Perennial",2.10140145762101,3.3317871374477e-16
"1059","Piper kadsura","Pinales","Piperaceae","Piper","Dioecious","dioecious","none",0,"Spike","actinomorphic",3500,70,10,1,1,0.5,-225.930145451211,"vine","Perennial",1.5,9.76261436737902e-07
"1061","Piscidia carthagenensis","Fabales","Fabaceae","Piscidia","Hermaphrodite","self_incompatible","none",0,"Papilionaceous","zygomorphic",1500,30,120,15,15.5,15.5,572.637133124869,"tree","Perennial",7.5,0.000764325065333569
"1064","Planodes virginicum","Brassicales","Brassicaceae","Planodes","Hermaphrodite","self_compatible","high",51.3601958041401,"Tube","actinomorphic",15,15,30,6,4.5,0.45,32,"herb","Short lived",0.25,0.00035547763397567
"1065","Plantago asiatica","Lamiales","Plantaginaceae","Plantago","Hermaphrodite","self_compatible","none",0,"Tube","actinomorphic",35,35,15,1.1,3.25,5,4.9,"herb","Perennial",0.25,0.00219515718942964
"1066","Platanthera leucophaea","Asparagales","Orchidaceae","Platanthera","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",20,20,60,19.1,60,4.5,6280,"herb","Perennial",0.75,7.82777532028815e-05
"1068","Pleurostylia leucocarpa","Celastrales","Celastraceae","Pleurostylia","Hermaphrodite","self_compatible","none",14.8958239952731,"Open","actinomorphic",7178.05083565089,15,10,2,2,1,3,"tree","Perennial",2.5,0.000386859402546049
"1069","Plumbago zeylanica","Caryophyllales","Plumbaginaceae","Plumbago","Hermaphrodite","partially_self_compatible","none",0,"Tube","actinomorphic",40,40,50,10.2,40.2,30.01,1,"shrub","Perennial",0.55,0.000919554891486796
"1070","Poecilandra retusa","Malpighiales","Ochnaceae","Poecilandra","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",90,6,20,20,10,10,188.192031871882,"herb","Perennial",2.0875566153179,0.000402370872772425
"1071","Polemonium reptans","Ericales","Polemoniaceae","Polemonium","Hermaphrodite","partially_self_compatible","low",13,"Campanulate","actinomorphic",7,7,60,16,5,10,16.5,"herb","Perennial",0.35,0.00119812488259594
"1072","Pollia japonica","Commelinales","Commelinaceae","Pollia","Hermaphrodite","self_compatible","none",19.5113188512731,"Open","actinomorphic",30,30,100,10,5,5,16.5,"herb","Perennial",0.4,4.46743709564015e-05
"1073","Polygala galapageia","Fabales","Polygalaceae","Polygala","Hermaphrodite","self_compatible","high",80.8804882195993,"Papilionaceous","zygomorphic",15,15,15,2,2.5,1,2,"herb","Short lived",0.33,0.000642516659159821
"1074","Polygala sanguinea","Fabales","Polygalaceae","Polygala","Hermaphrodite","self_compatible","high",70.7478940900637,"Tube","zygomorphic",120,40,15,2,4.5,1,2,"herb","Short lived",0.25,0.000642376200774835
"1075","Polygala stenophylla","Fabales","Polygalaceae","Polygala","Hermaphrodite","self_compatible","high",61.6074324688229,"Open","zygomorphic",650,25,15,2,4.5,1,2,"herb","Short lived",0.325,0.00064157292293872
"1076","Polygonatum biflorum","Asparagales","Asparagaceae","Polygonatum","Hermaphrodite","self_compatible","none",34.2816231758009,"Tube","actinomorphic",45,45,20,5,17.5,11,6,"herb","Perennial",0.6,7.64734114688374e-05
"1077","Polygonum japonicum","Caryophyllales","Polygonaceae","Polygonum","Dioecious","self_incompatible","none",0,"Open","actinomorphic",75,25,10,2.75,1.5,1,1,"herb","Perennial",1.8,0.000967060931560913
"1078","Polygonum posumbu","Caryophyllales","Polygonaceae","Polygonum","Hermaphrodite","self_compatible","high",44.4729049010691,"Open","actinomorphic",150,25,10,2.25,2.25,1,1,"herb","Short lived",0.5,0.000967060957445115
"1079","Polygonum pubescens","Caryophyllales","Polygonaceae","Polygonum","Hermaphrodite","self_compatible","none",27.1936241364463,"Campanulate","actinomorphic",30,30,10,3,3,1,1,"herb","Perennial",0.75,0.000965375343603172
"1080","Polygonum thunbergii","Fabales","Polygalaceae","Polygonum","Hermaphrodite","self_compatible","medium",50.5,"Open","actinomorphic",50,15,10,4.5,1.85574890217066,1,1,"herb","Short lived",0.4,0.000943330193406189
"1081","Polyscias mauritiana","Apiales","Araliaceae","Polyscias","Hermaphrodite","self_incompatible","none",5.60198912936871,"Open","actinomorphic",3500,250,100,11.3595086184868,1,0.5,2,"tree","Perennial",2.5,0.00368084618053733
"1082","Polytaenia nuttallii","Apiales","Apiaceae","Polytaenia","Hermaphrodite","self_compatible","none",14.4477207593248,"Tube","actinomorphic",320,320,300,3,2.1,1.75,3.1,"herb","Perennial",0.6,0.00434992886252451
"1083","Pontederia cordata","Commelinales","Pontederiaceae","Pontederia","Hermaphrodite","partially_self_compatible","none",33.2036057031222,"Campanulate","zygomorphic",50,50,25,6,15,8,1,"herb","Perennial",0.9,4.6081999538774e-05
"1084","Populus deltoides","Malpighiales","Salicaceae","Populus","Dioecious","dioecious","none",0,"Brush","actinomorphic",50000,50,15,2.5,1.5,0.5,13.5,"tree","Perennial",26.5,0.000479430730711939
"1085","Populus tremuloides","Malpighiales","Salicaceae","Populus","Dioecious","dioecious","none",0,"Brush","actinomorphic",50000,150,15,4.5,2.75,0.1,13.5,"tree","Perennial",17.5,0.000480550246916977
"1086","Portulaca fluvialis","Caryophyllales","Portulacaceae","Portulaca","Hermaphrodite","self_compatible","medium",40,"Open","actinomorphic",5,1,30,30,5,6.5,123,"herb","Short lived",0.15,0.00108327853730661
"1087","Portulaca oleracea","Caryophyllales","Portulacaceae","Portulaca","Hermaphrodite","self_compatible","high",88,"Open","actinomorphic",25,1,5.1,5.1,1.1,1.1,123,"herb","Short lived",0.05,0.00107074614234096
