"","Original_names","Visits","d","Id","Order","Family","Genus","Species","Breeding_system","Compatibility","Selfing","Selfing_quantitative","Flower_shape","Flower_symmetry","Flower_number","Flower_inflorescence","Floral_unit_width","Flower_width","Flower_length","Style_length","Ovule_number","Life_form","Life_span","Plant_height"
"589","Paragenipa lancifolia",9,0.178309320350288,"11_5_kaiser-bunbury_2017_seychelles_rosebelle","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"590","Paragenipa lancifolia",108,0.116033249191446,"11_6_kaiser-bunbury_2017_seychelles_salazie","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"591","Paragenipa lancifolia",148,0.160050882142749,"11_7_kaiser-bunbury_2017_seychelles_tea_plantation","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"592","Paragenipa lancifolia",37,0.0885067420493911,"11_8_kaiser-bunbury_2017_seychelles_trois_feres","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"593","Paragenipa lancifolia",138,0.145631549076505,"13_1_kaiser-bunbury_2011_seychelles_bernica","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"594","Paragenipa lancifolia",27,0.113236972143551,"13_2_kaiser-bunbury_2011_seychelles_casse_dent","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"595","Paragenipa lancifolia",58,0.155703564549669,"13_3_kaiser-bunbury_2011_seychelles_copolia","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"596","Paragenipa lancifolia",48,0.181064498679853,"13_4_kaiser-bunbury_2011_seychelles_la_reserve","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"597","Paragenipa lancifolia",113,0.198989582452612,"13_5_kaiser-bunbury_2011_seychelles_tea_plantation","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"598","Paragenipa lancifolia",43,0.137249018919405,"13_6_kaiser-bunbury_2011_seychelles_trois_ferres","Gentianales","Rubiaceae","Paragenipa","Paragenipa wrightii","Hermaphrodite","self_compatible","low",14.7430230769231,"Campanulate","actinomorphic",10,2,10,10,5.5,5,81.6153333333334,"tree","Perennial",5.5
"599","Paraserianthes falcataria",14,0.0859825384923113,"13_4_kaiser-bunbury_2011_seychelles_la_reserve","Fabales","Fabaceae","Paraserianthes","Paraserianthes serratifolia","Hermaphrodite","self_compatible","low",9.01765,"Brush","actinomorphic",20000,200,75,5,5.25,20,22.59635,"tree","Perennial",13
"600","Parkinsonia praecox",351,0.156917850250456,"10_1_souza_2017_brazil_chaco","Fabales","Fabaceae","Parkinsonia","Parkinsonia praecox","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",5000,5,75,17.5,5,4,9,"tree","Perennial",4
"601","Parnassia palustris",20,0.469751926624536,"4_1_elberling_sweeden_1999","Celastrales","Celastraceae","Parnassia","Parnassia palustris","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",5,1,25,25,9.78095416666666,1,225,"herb","Perennial",0.15
"602","Passiflora suberosa",41,0.075807911952473,"8_2_olesen_2002_mauritius","Malpighiales","Passifloraceae","Passiflora","Passiflora suberosa","Hermaphrodite","self_compatible","medium",63,"Open","actinomorphic",10,1,19,19,1,4,23.1,"vine","Perennial",0.3
"603","Pedicularis cephalantha",8,0.0427865759837826,"5_1_fang_2008_china","Lamiales","Orobanchaceae","Pedicularis","Pedicularis cephalantha","Hermaphrodite","self_compatible","low",19.11845,"Tube","zygomorphic",15,5,10,3,21,15,27.4,"herb","Short lived",0.4
"604","Pedicularis densispica",120,0.183900533128442,"5_1_fang_2008_china","Lamiales","Orobanchaceae","Pedicularis","Pedicularis densispica","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",15,6,15,5,10,12,32,"herb","Short lived",0.375
"605","Pedicularis dichotoma",4,0.0296768504100492,"5_1_fang_2008_china","Lamiales","Orobanchaceae","Pedicularis","Pedicularis dichotoma","Hermaphrodite","self_compatible","low",14.47715,"Tube","zygomorphic",15,15,45,14,20,26,31.31,"herb","Perennial",0.15
"606","Pedicularis rex",224,0.179565542992763,"5_1_fang_2008_china","Lamiales","Orobanchaceae","Pedicularis","Pedicularis rex","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",20,6,30,11.6,30,20,29.5,"herb","Perennial",0.5
"607","Pedicularis siphonantha",6,0.0509571775531596,"5_1_fang_2008_china","Lamiales","Orobanchaceae","Pedicularis","Pedicularis siphonantha","Hermaphrodite","partially_self_compatible","low",11.6176,"Tube","zygomorphic",78,31,15,15,55,10,18.7,"herb","Perennial",0.025
"608","Pedicularis tricolor",24,0.313907485322226,"5_1_fang_2008_china","Lamiales","Orobanchaceae","Pedicularis","Pedicularis tricolor","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",3,3,30,30,58,10,25.3,"herb","Short lived",0.025
"609","Pemphis acidula",269,0.286810718336024,"8_2_olesen_2002_mauritius","Myrtales","Lythraceae","Pemphis","Pemphis acidula","Hermaphrodite","partially_self_compatible","low",9.4615,"Campanulate","actinomorphic",20,2,25,12.5,9.7616,1,20,"shrub","Perennial",5.5
"610","Pentachondra pumila",8,0.809831067802348,"6_1_inouye_1988_australia","Ericales","Ericaceae","Pentachondra","Pentachondra pumila","Hermaphrodite","self_incompatible","low",13,"Tube","actinomorphic",40,3,20,4,4,1.5,8,"shrub","Perennial",0.05
"611","Peponidium carinatum",3,0.108203456136844,"11_2_kaiser-bunbury_2017_seychelles_casse_dent","Gentianales","Rubiaceae","Peponidium","Peponidium carinatum","Dioecious","dioecious","none",0,"Open","actinomorphic",100,20,35,7.5,3.5,2.5,7,"shrub","Perennial",4
"612","Phebalium ovatifolium",13,0.540936540161246,"6_1_inouye_1988_australia","Sapindales","Rutaceae","Nematolepis","Nematolepis ovatifolia","Hermaphrodite","self_compatible","low",13.98665,"Open","actinomorphic",50,2,50,10,1,2,10,"shrub","Perennial",0.5
"613","Phlomis atropurpurea",51,0.254069329258309,"5_1_fang_2008_china","Lamiales","Lamiaceae","Phlomoides","Phlomis atropurpurea","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",75,10,15,5,19.5,15,4,"herb","Perennial",0.4
"614","Phlomis tatsienensis",204,0.23348966493499,"5_1_fang_2008_china","Lamiales","Lamiaceae","Phlomis","Phlomis tatsienensis","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",50,8,12,4,13,13,4,"herb","Perennial",0.65
"615","Phoenicophorium borsigianum",69,0.44836119439615,"11_1_kaiser-bunbury_2017_seychelles_bernica","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"616","Phoenicophorium borsigianum",623,0.257201506783355,"11_2_kaiser-bunbury_2017_seychelles_casse_dent","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"617","Phoenicophorium borsigianum",15,0.291514124537588,"11_3_kaiser-bunbury_2017_seychelles_copolia","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"618","Phoenicophorium borsigianum",623,0.255863236595968,"11_4_kaiser-bunbury_2017_seychelles_reserve","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"619","Phoenicophorium borsigianum",177,0.559495963486774,"11_8_kaiser-bunbury_2017_seychelles_trois_feres","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"620","Phoenicophorium borsigianum",164,0.201940273183054,"13_1_kaiser-bunbury_2011_seychelles_bernica","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"621","Phoenicophorium borsigianum",361,0.376390343723941,"13_2_kaiser-bunbury_2011_seychelles_casse_dent","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"622","Phoenicophorium borsigianum",107,0.326278699979306,"13_3_kaiser-bunbury_2011_seychelles_copolia","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"623","Phoenicophorium borsigianum",119,0.392029334937621,"13_4_kaiser-bunbury_2011_seychelles_la_reserve","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"624","Phoenicophorium borsigianum",91,0.325574568384529,"13_5_kaiser-bunbury_2011_seychelles_tea_plantation","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"625","Phoenicophorium borsigianum",132,0.418559562515467,"13_6_kaiser-bunbury_2011_seychelles_trois_ferres","Arecales","Arecaceae","Phoenicophorium","Phoenicophorium borsigianum","Monoecious","monoecious","none",0,"Spike","actinomorphic",2500,2500,400,2,2,2,1300,"tree","Perennial",13
"626","Phyllanthus phillyreifolius",29,0.376454355423517,"14_1_kaiser-bunbury_2010_mauritius_control","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus phillyreifolius","Monoecious","monoecious","none",0,"Open","actinomorphic",150,5,5,5,2,1,5,"tree","Perennial",4
"627","Phyllanthus phillyreifolius",50,0.568869841892706,"14_2_kaiser-bunbury_2010_mauritius_restored","Malpighiales","Phyllanthaceae","Phyllanthus","Phyllanthus phillyreifolius","Monoecious","monoecious","none",0,"Open","actinomorphic",150,5,5,5,2,1,5,"tree","Perennial",4
"628","Picris hieracioides",82,0.317761156908934,"5_1_fang_2008_china","Asterales","Asteraceae","Picris","Picris hieracioides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,10,25,24.1,10,9.9,50,"herb","Short lived",0.5
"629","Pimelea ligustrina",8,0.73172061800229,"6_1_inouye_1988_australia","Malvales","Thymelaeaceae","Pimelea","Pimelea ligustrina","Hermaphrodite","self_compatible","low",11.516125,"Tube","actinomorphic",1000,25,40,8,10,6,1,"shrub","Perennial",1.5
"630","Pinguicula alpina",8,0.329159063066074,"4_1_elberling_sweeden_1999","Lamiales","Lentibulariaceae","Pinguicula","Pinguicula alpina","Hermaphrodite","self_incompatible","none",0,"Campanulate","zygomorphic",10,1,14.5,14.5,15,1.5,150.6,"herb","Perennial",0.15
"631","Pittosporum senacia",4,0.613434921684045,"11_5_kaiser-bunbury_2017_seychelles_rosebelle","Apiales","Pittosporaceae","Pittosporum","Pittosporum senacia","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1750,25,75,11,7.5,6,6,"shrub","Perennial",3.75
"632","Pittosporum senacia",14,0.0563859311930355,"11_6_kaiser-bunbury_2017_seychelles_salazie","Apiales","Pittosporaceae","Pittosporum","Pittosporum senacia","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1750,25,75,11,7.5,6,6,"shrub","Perennial",3.75
"633","Pittosporum senacia",12,0.195697063313863,"11_8_kaiser-bunbury_2017_seychelles_trois_feres","Apiales","Pittosporaceae","Pittosporum","Pittosporum senacia","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1750,25,75,11,7.5,6,6,"shrub","Perennial",3.75
"634","Pittosporum senacia",11,0.136690297763784,"13_2_kaiser-bunbury_2011_seychelles_casse_dent","Apiales","Pittosporaceae","Pittosporum","Pittosporum senacia","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1750,25,75,11,7.5,6,6,"shrub","Perennial",3.75
"635","Pittosporum senacia",81,0.175065313625968,"13_5_kaiser-bunbury_2011_seychelles_tea_plantation","Apiales","Pittosporaceae","Pittosporum","Pittosporum senacia","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1750,25,75,11,7.5,6,6,"shrub","Perennial",3.75
"636","Pittosporum senacia",3,0.450830806166937,"13_6_kaiser-bunbury_2011_seychelles_trois_ferres","Apiales","Pittosporaceae","Pittosporum","Pittosporum senacia","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1750,25,75,11,7.5,6,6,"shrub","Perennial",3.75
"637","Pittosporum senacia",128,0.268133310352181,"14_2_kaiser-bunbury_2010_mauritius_restored","Apiales","Pittosporaceae","Pittosporum","Pittosporum senacia","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",1750,25,75,11,7.5,6,6,"shrub","Perennial",3.75
"638","Plantago lanceolata",3,0.841763242012983,"2_1_dicks_2002_england_shelfanger","Lamiales","Plantaginaceae","Plantago","Plantago lanceolata","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",350,75,20,2,2,6,2,"herb","Perennial",0.3
"639","Pleurospermum davidii",133,0.513219600589722,"5_1_fang_2008_china","Apiales","Apiaceae","Pleurospermum","Pleurospermum davidii","Hermaphrodite","self_compatible","low",13.11775,"Open","actinomorphic",3200,85,80,5.5,1,1.25,2,"herb","Perennial",0.876
"640","Pleurostylia leucocarpa",16,0.447212041723475,"14_2_kaiser-bunbury_2010_mauritius_restored","Celastrales","Celastraceae","Pleurostylia","Pleurostylia leucocarpa","Hermaphrodite","self_compatible","low",9.96056666666666,"Open","actinomorphic",5000,15,10,2,2,1,3,"tree","Perennial",2.5
"641","Polemonium reptans",15,0.537392114811506,"16_1_burkle_usa_2013","Ericales","Polemoniaceae","Polemonium","Polemonium reptans","Hermaphrodite","partially_self_compatible","low",13,"Campanulate","actinomorphic",7,7,60,16,5,10,16.5,"herb","Perennial",0.35
"642","Polygonum macrophyllum",53,0.327186214251429,"5_1_fang_2008_china","Caryophyllales","Polygonaceae","Bistorta","Bistorta macrophylla","Hermaphrodite","self_compatible","low",19.49145,"Tube","actinomorphic",500,100,12.5,1,2.75,6,1,"herb","Perennial",0.15
"643","Polygonum runcinatum",131,0.40285600235057,"5_1_fang_2008_china","Caryophyllales","Polygonaceae","Persicaria","Persicaria runcinata","Hermaphrodite","self_compatible","low",14.94325,"Tube","actinomorphic",125,20,14,1.5,3.25,4,1,"herb","Perennial",0.45
"644","Polygonum sinomontanum",97,0.419813549112745,"5_1_fang_2008_china","Caryophyllales","Polygonaceae","Bistorta","Bistorta sinomontana","Hermaphrodite","self_compatible","low",16.6779,"Tube","actinomorphic",100,100,10,3,4.5,3.6,1,"herb","Perennial",0.7
"645","Polygonum viviparum",22,0.279959811629201,"4_1_elberling_sweeden_1999","Caryophyllales","Polygonaceae","Persicaria","Persicaria vivipara","Hermaphrodite","self_compatible","low",17.86535,"Tube","actinomorphic",675,35,10,3,3.5,1.4,1,"herb","Perennial",0.12
"646","Polygonum viviparum",9,0.531102541314817,"7_1_lundgren_2005_greenland","Caryophyllales","Polygonaceae","Persicaria","Persicaria vivipara","Hermaphrodite","self_compatible","low",17.86535,"Tube","actinomorphic",675,35,10,3,3.5,1.4,1,"herb","Perennial",0.12
"647","Polyscias mauritiana",25,0.378312125075275,"14_2_kaiser-bunbury_2010_mauritius_restored","Apiales","Araliaceae","Polyscias","Polyscias mauritiana","Hermaphrodite","self_compatible","low",11.799,"Open","actinomorphic",3500,250,100,4.36514583333333,1,0.5,2,"tree","Perennial",2.5
"648","Polyscias mauritiana",260,0.226402959170579,"8_2_olesen_2002_mauritius","Apiales","Araliaceae","Polyscias","Polyscias mauritiana","Hermaphrodite","self_compatible","low",11.799,"Open","actinomorphic",3500,250,100,4.36514583333333,1,0.5,2,"tree","Perennial",2.5
"649","Portulaca fluvialis",21,0.749590013956113,"10_1_souza_2017_brazil_chaco","Caryophyllales","Portulacaceae","Portulaca","Portulaca fluvialis","Hermaphrodite","self_compatible","medium",40,"Open","actinomorphic",5,1,30,30,5,6.5,123,"herb","Short lived",0.15
"650","Potentilla crantzii",48,0.35494331508436,"4_1_elberling_sweeden_1999","Rosales","Rosaceae","Potentilla","Potentilla crantzii","Hermaphrodite","partially_self_compatible","low",12.2287,"Open","actinomorphic",20,3,19.1,19.1,9.8679,1.5,40,"herb","Perennial",0.175
"651","Potentilla erecta",200,1,"3_2_dupont_2009_denmark_ib","Rosales","Rosaceae","Potentilla","Potentilla erecta","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,3,12.5,12.5,1.5,1.2,131.5,"herb","Perennial",0.3
"652","Potentilla erecta",3,1,"3_3_dupont_2009_denmark_so","Rosales","Rosaceae","Potentilla","Potentilla erecta","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,3,12.5,12.5,1.5,1.2,131.5,"herb","Perennial",0.3
"653","Potentilla fallens",59,0.354861879005418,"5_1_fang_2008_china","Rosales","Rosaceae","Potentilla","Potentilla fallens","Hermaphrodite","self_compatible","low",14.3052,"Open","actinomorphic",10,1,14,14,5.56840833333334,1,60,"herb","Perennial",0.2
"654","Potentilla griffithii",96,0.33679521987656,"5_1_fang_2008_china","Rosales","Rosaceae","Potentilla","Potentilla griffithii","Hermaphrodite","partially_self_compatible","low",12.13285,"Open","actinomorphic",25,1,20,20,12.5,1,60,"herb","Perennial",0.35
"655","Potentilla lancinata",220,0.293301565235941,"5_1_fang_2008_china","Rosales","Rosaceae","Potentilla","Potentilla lancinata","Hermaphrodite","partially_self_compatible","low",13,"Open","actinomorphic",15,3,20,20,6.5,1,105,"herb","Perennial",0.325
"656","Prasophyllum alpinum",8,0.450572543013989,"6_1_inouye_1988_australia","Asparagales","Orchidaceae","Prasophyllum","Prasophyllum alpinum","Hermaphrodite","self_compatible","low",18.8528,"Open","zygomorphic",13,13,20,14.5,6.25,0,65,"herb","Perennial",0.13
"657","Premna serratifolia",40,0.741285183409761,"11_4_kaiser-bunbury_2017_seychelles_reserve","Lamiales","Lamiaceae","Premna","Premna serratifolia","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",6000,150,50,2.3,4.5,4.8,3,"shrub","Perennial",3.5
"658","Premna serratifolia",29,0.631355720346115,"11_8_kaiser-bunbury_2017_seychelles_trois_feres","Lamiales","Lamiaceae","Premna","Premna serratifolia","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",6000,150,50,2.3,4.5,4.8,3,"shrub","Perennial",3.5
"659","Premna serratifolia",32,0.245625211994454,"13_1_kaiser-bunbury_2011_seychelles_bernica","Lamiales","Lamiaceae","Premna","Premna serratifolia","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",6000,150,50,2.3,4.5,4.8,3,"shrub","Perennial",3.5
